ID,Label
1061,5
1062,8
1063,0
1064,5
1065,0
1066,5
1067,3
1068,3
1069,0
1070,5
1071,0
1072,3
1073,3
1074,0
1075,5
1076,1
1077,3
1078,8
1079,5
1080,5
1081,5
1082,8
1083,1
1084,1
1085,5
1086,5
1087,8
1088,5
1089,5
1090,5
1091,8
1092,1
1093,5
1094,3
1095,5
1096,5
1097,0
1098,8
1099,8
1100,4
1101,0
1102,5
1103,8
1104,1
1105,7
1106,8
1107,0
1108,1
1109,0
1110,5
1111,0
1112,0
1113,8
1114,8
1115,1
1116,8
1117,1
1118,8
1119,5
1120,4
1121,0
1122,8
1123,8
1124,5
1125,5
1126,8
1127,8
1128,8
1129,4
1130,0
1131,0
1132,0
1133,5
1134,1
1135,5
1136,8
1137,3
1138,0
1139,4
1140,6
1141,8
1142,5
1143,1
1144,5
1145,5
1146,0
1147,5
1148,6
1149,8
1150,4
1151,5
1152,4
1153,3
1154,5
1155,3
1156,3
1157,0
1158,8
1159,8
1160,0
1161,0
1162,5
1163,4
1164,5
1165,8
1166,5
1167,5
1168,8
1169,4
1170,0
1171,8
1172,5
1173,5
1174,0
1175,8
1176,8
1177,0
1178,8
1179,5
1180,3
1181,4
1182,0
1183,8
1184,0
1185,5
1186,5
1187,5
1188,0
1189,3
1190,4
1191,3
1192,5
1193,5
1194,0
1195,5
1196,5
1197,1
1198,0
1199,5
1200,5
1201,5
1202,5
1203,8
1204,8
1205,5
1206,0
1207,8
1208,0
1209,3
1210,8
1211,0
1212,0
1213,6
1214,1
1215,8
1216,3
1217,5
1218,8
1219,0
1220,4
1221,8
1222,8
1223,0
1224,5
1225,5
1226,5
1227,5
1228,8
1229,5
1230,8
1231,4
1232,1
1233,5
1234,4
1235,5
1236,1
1237,1
1238,8
1239,0
1240,1
1241,5
1242,5
1243,5
1244,7
1245,8
1246,0
1247,5
1248,8
1249,5
1250,8
1251,8
1252,4
1253,5
1254,8
1255,8
1256,8
1257,5
1258,0
1259,5
1260,8
1261,5
1262,8
1263,5
1264,4
1265,0
1266,5
1267,5
1268,5
1269,5
1270,4
1271,5
1272,0
1273,5
1274,1
1275,8
1276,5
1277,8
1278,3
1279,5
1280,8
1281,0
1282,5
1283,8
1284,3
1285,5
1286,3
1287,0
1288,8
1289,8
1290,5
1291,5
1292,0
1293,5
1294,8
1295,1
1296,3
1297,5
1298,7
1299,1
1300,0
1301,8
1302,8
1303,4
1304,5
1305,5
1306,4
1307,0
1308,5
1309,8
1310,0
1311,8
1312,4
1313,8
1314,8
1315,8
1316,0
1317,8
1318,5
1319,5
1320,5
1321,0
1322,5
1323,8
1324,8
1325,8
1326,0
1327,5
1328,8
1329,5
1330,5
1331,0
1332,0
1333,4
1334,8
1335,5
1336,6
1337,8
1338,4
1339,0
1340,8
1341,8
1342,1
1343,0
1344,8
1345,0
1346,0
1347,5
1348,5
1349,5
1350,5
1351,4
1352,0
1353,0
1354,5
1355,1
1356,5
1357,5
1358,8
1359,5
1360,8
1361,5
1362,0
1363,8
1364,4
1365,8
1366,8
1367,1
1368,5
1369,5
1370,1
1371,8
1372,5
1373,5
1374,5
1375,0
1376,8
1377,5
1378,3
1379,0
1380,5
1381,8
1382,4
1383,8
1384,5
1385,8
1386,6
1387,0
1388,5
1389,5
1390,3
1391,4
1392,0
1393,0
1394,0
1395,5
1396,8
1397,8
1398,3
1399,5
1400,8
1401,6
1402,5
1403,8
1404,8
1405,0
1406,0
1407,1
1408,0
1409,0
1410,5
1411,1
1412,4
1413,1
1414,5
1415,4
1416,3
1417,0
1418,1
1419,8
1420,5
1421,0
1422,8
1423,0
1424,5
1425,0
1426,0
1427,0
1428,0
1429,8
1430,0
1431,1
1432,5
1433,0
1434,4
1435,8
1436,4
1437,7
1438,0
1439,5
1440,8
1441,0
1442,5
1443,8
1444,1
1445,8
1446,6
1447,8
1448,4
1449,1
1450,4
1451,1
1452,0
1453,3
1454,4
1455,4
1456,4
1457,8
1458,0
1459,8
1460,3
1461,5
1462,8
1463,5
1464,4
1465,1
1466,5
1467,8
1468,1
1469,4
1470,1
1471,4
1472,8
1473,5
1474,0
1475,8
1476,5
1477,0
1478,5
1479,5
1480,4
1481,0
1482,8
1483,0
1484,5
1485,0
1486,4
1487,8
1488,8
1489,0
1490,8
1491,8
1492,5
1493,1
1494,3
1495,8
1496,0
1497,8
1498,5
1499,1
1500,0
1501,5
1502,4
1503,5
1504,8
1505,8
1506,3
1507,5
1508,5
1509,5
1510,5
1511,8
1512,5
1513,1
1514,1
1515,6
1516,1
1517,1
1518,8
1519,5
1520,1
1521,1
1522,1
1523,8
1524,8
1525,0
1526,5
1527,0
1528,8
1529,0
1530,8
1531,7
1532,5
1533,4
1534,0
1535,5
1536,4
1537,0
1538,8
1539,5
1540,7
1541,5
1542,6
1543,3
1544,3
1545,1
1546,3
1547,4
1548,5
1549,5
1550,1
1551,4
1552,1
1553,5
1554,8
1555,4
1556,0
1557,5
1558,4
1559,5
1560,1
1561,5
1562,0
1563,4
1564,4
1565,6
1566,5
1567,5
1568,0
1569,7
1570,5
1571,4
1572,8
1573,1
1574,5
1575,3
1576,5
1577,8
1578,8
1579,0
1580,5
1581,4
1582,8
1583,2
1584,1
1585,5
1586,7
1587,8
1588,6
1589,5
1590,5
1591,8
1592,0
1593,5
1594,6
1595,5
1596,8
1597,0
1598,5
1599,8
1600,4
1601,6
1602,8
1603,0
1604,1
1605,4
1606,5
1607,3
1608,1
1609,0
1610,8
1611,8
1612,8
1613,5
1614,8
1615,5
1616,4
1617,5
1618,5
1619,5
1620,0
1621,8
1622,8
1623,8
1624,0
1625,8
1626,8
1627,8
1628,4
1629,5
1630,5
1631,1
1632,5
1633,1
1634,1
1635,8
1636,8
1637,8
1638,3
1639,0
1640,8
1641,5
1642,4
1643,6
1644,5
1645,3
1646,8
1647,6
1648,8
1649,4
1650,4
1651,8
1652,0
1653,1
1654,0
1655,8
1656,1
1657,4
1658,3
1659,0
1660,1
1661,4
1662,0
1663,0
1664,8
1665,5
1666,4
1667,8
1668,4
1669,0
1670,4
1671,3
1672,1
1673,1
1674,5
1675,5
1676,5
1677,0
1678,0
1679,5
1680,3
1681,4
1682,8
1683,3
1684,5
1685,0
1686,1
1687,5
1688,5
1689,0
1690,5
1691,0
1692,5
1693,5
1694,0
1695,8
1696,5
1697,4
1698,8
1699,0
1700,5
1701,1
1702,4
1703,8
1704,4
1705,0
1706,4
1707,4
1708,8
1709,8
1710,5
1711,0
1712,0
1713,8
1714,0
1715,8
1716,3
1717,4
1718,8
1719,7
1720,8
1721,5
1722,8
1723,0
1724,5
1725,5
1726,5
1727,4
1728,5
1729,8
1730,0
1731,0
1732,6
1733,8
1734,5
1735,5
1736,0
1737,8
1738,0
1739,0
1740,5
1741,5
1742,5
1743,5
1744,0
1745,5
1746,3
1747,8
1748,5
1749,8
1750,0
1751,5
1752,1
1753,0
1754,5
1755,5
1756,0
1757,5
1758,5
1759,8
1760,8
1761,0
1762,0
1763,8
1764,4
1765,5
1766,8
1767,8
1768,4
1769,3
1770,5
1771,3
1772,0
1773,0
1774,4
1775,1
1776,1
1777,8
1778,5
1779,0
1780,8
1781,5
1782,4
1783,1
1784,8
1785,8
1786,0
1787,0
1788,8
1789,1
1790,1
1791,4
1792,0
1793,5
1794,4
1795,0
1796,5
1797,3
1798,3
1799,8
1800,3
1801,8
1802,1
1803,7
1804,0
1805,8
1806,4
1807,5
1808,5
1809,1
1810,0
1811,8
1812,5
1813,5
1814,8
1815,3
1816,5
1817,8
1818,1
1819,3
1820,5
1821,8
1822,5
1823,4
1824,8
1825,5
1826,8
1827,0
1828,0
1829,4
1830,5
1831,0
1832,3
1833,0
1834,1
1835,8
1836,8
1837,5
1838,0
1839,5
1840,1
1841,0
1842,0
1843,5
1844,3
1845,1
1846,0
1847,3
1848,8
1849,8
1850,0
1851,5
1852,5
1853,1
1854,5
1855,0
1856,3
1857,0
1858,5
1859,4
1860,5
1861,5
1862,0
1863,5
1864,8
1865,8
1866,1
1867,5
1868,5
1869,0
1870,8
1871,8
1872,1
1873,0
1874,8
1875,5
1876,3
1877,0
1878,3
1879,0
1880,5
1881,8
1882,0
1883,5
1884,5
1885,5
1886,8
1887,4
1888,0
1889,1
1890,3
1891,0
1892,0
1893,5
1894,0
1895,8
1896,8
1897,4
1898,4
1899,5
1900,5
1901,0
1902,5
1903,5
1904,8
1905,5
1906,3
1907,3
1908,5
1909,8
1910,3
1911,0
1912,3
1913,5
1914,6
1915,5
1916,1
1917,5
1918,8
1919,8
1920,4
1921,5
1922,3
1923,8
1924,5
1925,0
1926,5
1927,8
1928,5
1929,3
1930,5
1931,5
1932,6
1933,4
1934,5
1935,5
1936,3
1937,8
1938,0
1939,0
1940,4
1941,7
1942,4
1943,5
1944,0
1945,0
1946,3
1947,5
1948,3
1949,1
1950,8
1951,5
1952,0
1953,5
1954,5
1955,0
1956,5
1957,3
1958,6
1959,5
1960,5
1961,0
1962,4
1963,0
1964,8
1965,3
1966,8
1967,8
1968,0
1969,5
1970,8
1971,0
1972,1
1973,4
1974,4
1975,1
1976,5
1977,8
1978,8
1979,0
1980,1
1981,8
1982,0
1983,5
1984,5
1985,5
1986,5
1987,1
1988,8
1989,3
1990,4
1991,4
1992,1
1993,0
1994,5
1995,4
1996,5
1997,4
1998,5
1999,8
2000,8
2001,5
2002,3
2003,4
2004,5
2005,5
2006,8
2007,5
2008,6
2009,8
2010,8
2011,8
2012,5
2013,0
2014,3
2015,0
2016,6
2017,5
2018,0
2019,5
2020,8
2021,3
2022,1
2023,5
2024,5
2025,3
2026,8
2027,0
2028,5
2029,8
2030,8
2031,0
2032,0
2033,5
2034,8
2035,5
2036,8
2037,0
2038,8
2039,0
2040,5
2041,0
2042,8
2043,3
2044,0
2045,8
2046,8
2047,1
2048,8
2049,8
2050,5
2051,4
2052,8
2053,7
2054,1
2055,5
2056,5
2057,6
2058,5
2059,8
2060,5
2061,4
2062,0
2063,4
2064,8
2065,5
2066,0
2067,3
2068,8
2069,8
2070,1
2071,0
2072,0
2073,4
2074,5
2075,3
2076,0
2077,0
2078,4
2079,5
2080,0
2081,8
2082,3
2083,4
2084,5
2085,0
2086,8
2087,8
2088,0
2089,1
2090,0
2091,5
2092,1
2093,0
2094,8
2095,8
2096,5
2097,5
2098,3
2099,5
2100,3
2101,8
2102,1
2103,8
2104,8
2105,5
2106,3
2107,3
2108,0
2109,5
2110,1
2111,1
2112,7
2113,8
2114,0
2115,4
2116,0
2117,5
2118,1
2119,8
2120,5
2121,0
2122,1
2123,8
2124,8
2125,0
2126,4
2127,1
2128,3
2129,5
2130,0
2131,0
2132,5
2133,4
2134,0
2135,0
2136,8
2137,0
2138,0
2139,0
2140,5
2141,5
2142,8
2143,6
2144,0
2145,4
2146,3
2147,1
2148,8
2149,3
2150,3
2151,5
2152,0
2153,1
2154,5
2155,5
2156,0
2157,4
2158,8
2159,5
2160,5
2161,5
2162,5
2163,8
2164,8
2165,5
2166,8
2167,3
2168,0
2169,8
2170,8
2171,0
2172,8
2173,6
2174,8
2175,5
2176,0
2177,8
2178,5
2179,6
2180,5
2181,8
2182,5
2183,3
2184,0
2185,8
2186,0
2187,5
2188,5
2189,0
2190,5
2191,8
2192,1
2193,5
2194,0
2195,3
2196,5
2197,1
2198,0
2199,3
2200,8
2201,5
2202,5
2203,5
2204,5
2205,0
2206,8
2207,8
2208,8
2209,8
2210,5
2211,0
2212,1
2213,0
2214,6
2215,3
2216,8
2217,0
2218,8
2219,1
2220,0
2221,0
2222,5
2223,0
2224,8
2225,3
2226,8
2227,8
2228,5
2229,5
2230,5
2231,4
2232,8
2233,4
2234,5
2235,4
2236,5
2237,8
2238,5
2239,0
2240,5
2241,0
2242,5
2243,8
2244,5
2245,3
2246,4
2247,5
2248,8
2249,2
2250,8
2251,0
2252,4
2253,1
2254,8
2255,1
2256,8
2257,8
2258,8
2259,3
2260,1
2261,3
2262,4
2263,5
2264,5
2265,5
2266,8
2267,4
2268,3
2269,3
2270,0
2271,1
2272,8
2273,0
2274,5
2275,5
2276,0
2277,5
2278,7
2279,8
2280,4
2281,8
2282,0
2283,0
2284,5
2285,7
2286,8
2287,8
2288,4
2289,1
2290,8
2291,0
2292,4
2293,8
2294,4
2295,8
2296,0
2297,8
2298,8
2299,5
2300,5
2301,4
2302,8
2303,5
2304,7
2305,5
2306,8
2307,8
2308,3
2309,0
2310,4
2311,5
2312,1
2313,0
2314,5
2315,8
2316,5
2317,0
2318,8
2319,1
2320,5
2321,5
2322,5
2323,8
2324,6
2325,8
2326,5
2327,0
2328,4
2329,3
2330,4
2331,8
2332,5
2333,5
2334,6
2335,8
2336,8
2337,5
2338,3
2339,8
2340,3
2341,3
2342,0
2343,8
2344,8
2345,4
2346,8
2347,8
2348,0
2349,5
2350,8
2351,8
2352,5
2353,5
2354,3
2355,8
2356,5
2357,1
2358,5
2359,4
2360,7
2361,3
2362,4
2363,6
2364,4
2365,0
2366,3
2367,8
2368,5
2369,8
2370,1
2371,5
2372,0
2373,8
2374,8
2375,6
2376,3
2377,0
2378,5
2379,8
2380,3
2381,0
2382,3
2383,4
2384,8
2385,4
2386,0
2387,4
2388,1
2389,5
2390,5
2391,3
2392,5
2393,8
2394,8
2395,0
2396,3
2397,8
2398,0
2399,8
2400,8
2401,8
2402,5
2403,6
2404,5
2405,5
2406,1
2407,5
2408,8
2409,8
2410,4
2411,0
2412,5
2413,8
2414,1
2415,0
2416,1
2417,6
2418,5
2419,8
2420,0
2421,8
2422,1
2423,5
2424,4
2425,0
2426,8
2427,5
2428,8
2429,6
2430,5
2431,5
2432,8
2433,8
2434,4
2435,1
2436,1
2437,0
2438,8
2439,0
2440,1
2441,1
2442,0
2443,5
2444,0
2445,0
2446,5
2447,5
2448,3
2449,8
2450,1
2451,0
2452,8
2453,1
2454,5
2455,5
2456,5
2457,0
2458,4
2459,1
2460,0
2461,4
2462,5
2463,8
2464,8
2465,8
2466,5
2467,0
2468,5
2469,1
2470,5
2471,1
2472,8
2473,0
2474,0
2475,5
2476,4
2477,1
2478,8
2479,3
2480,1
2481,8
2482,5
2483,1
2484,1
2485,5
2486,5
2487,0
2488,6
2489,3
2490,4
2491,5
2492,3
2493,5
2494,6
2495,5
2496,0
2497,5
2498,8
2499,8
2500,8
2501,3
2502,5
2503,5
2504,0
2505,8
2506,8
2507,5
2508,3
2509,0
2510,5
2511,5
2512,8
2513,8
2514,5
2515,6
2516,0
2517,8
2518,0
2519,8
2520,3
2521,0
2522,0
2523,0
2524,8
2525,4
2526,5
2527,5
2528,5
2529,8
2530,5
2531,8
2532,8
2533,3
2534,5
2535,8
2536,8
2537,5
2538,1
2539,0
2540,5
2541,5
2542,0
2543,7
2544,5
2545,3
2546,3
2547,8
2548,1
2549,8
2550,2
2551,3
2552,8
2553,0
2554,0
2555,4
2556,5
2557,5
2558,0
2559,5
2560,0
2561,8
2562,3
2563,8
2564,0
2565,6
2566,5
2567,0
2568,3
2569,8
2570,0
2571,8
2572,5
2573,5
2574,1
2575,8
2576,0
2577,5
2578,1
2579,5
2580,3
2581,8
2582,5
2583,1
2584,4
2585,8
2586,5
2587,5
2588,0
2589,4
2590,5
2591,5
2592,4
2593,1
2594,3
2595,5
2596,4
2597,8
2598,7
2599,5
2600,5
2601,4
2602,5
2603,8
2604,8
2605,5
2606,8
2607,8
2608,5
2609,5
2610,4
2611,0
2612,8
2613,1
2614,0
2615,8
2616,8
2617,0
2618,3
2619,3
2620,0
2621,8
2622,7
2623,8
2624,3
2625,4
2626,7
2627,5
2628,8
2629,0
2630,4
2631,8
2632,4
2633,8
2634,8
2635,4
2636,5
2637,5
2638,5
2639,0
2640,0
2641,3
2642,6
2643,5
2644,7
2645,5
2646,0
2647,8
2648,8
2649,5
2650,5
2651,8
2652,0
2653,8
2654,6
2655,5
2656,5
2657,8
2658,5
2659,8
2660,4
2661,8
2662,0
2663,0
2664,3
2665,0
2666,5
2667,4
2668,8
2669,5
2670,8
2671,8
2672,0
2673,0
2674,6
2675,5
2676,1
2677,8
2678,0
2679,8
2680,1
2681,0
2682,5
2683,1
2684,0
2685,4
2686,1
2687,4
2688,3
2689,8
2690,0
2691,0
2692,8
2693,5
2694,4
2695,5
2696,4
2697,1
2698,6
2699,4
2700,5
2701,6
2702,5
2703,4
2704,0
2705,3
2706,5
2707,4
2708,5
2709,1
2710,0
2711,5
2712,1
2713,8
2714,5
2715,4
2716,5
2717,0
2718,3
2719,4
2720,1
2721,0
2722,6
2723,4
2724,5
2725,5
2726,5
2727,5
2728,3
2729,0
2730,4
2731,5
2732,8
2733,0
2734,8
2735,3
2736,5
2737,5
2738,8
2739,5
2740,0
2741,8
2742,8
2743,8
2744,8
2745,5
2746,5
2747,8
2748,1
2749,8
2750,5
2751,5
2752,1
2753,5
2754,5
2755,5
2756,3
2757,8
2758,5
2759,5
2760,5
2761,0
2762,5
2763,0
2764,1
2765,4
2766,8
2767,5
2768,8
2769,3
2770,3
2771,5
2772,8
2773,4
2774,8
2775,5
2776,1
2777,4
2778,3
2779,8
2780,8
2781,8
2782,5
2783,5
2784,8
2785,1
2786,5
2787,0
2788,3
2789,4
2790,5
2791,1
2792,5
2793,0
2794,8
2795,3
2796,5
2797,5
2798,5
2799,0
2800,0
2801,0
2802,5
2803,7
2804,4
2805,3
2806,4
2807,4
2808,0
2809,5
2810,5
2811,4
2812,3
2813,0
2814,5
2815,1
2816,4
2817,8
2818,8
2819,4
2820,0
2821,5
2822,5
2823,5
2824,1
2825,8
2826,8
2827,8
2828,0
2829,8
2830,5
2831,1
2832,8
2833,5
2834,5
2835,1
2836,5
2837,8
2838,5
2839,1
2840,8
2841,0
2842,8
2843,8
2844,5
2845,4
2846,8
2847,5
2848,5
2849,4
2850,8
2851,5
2852,5
2853,8
2854,4
2855,5
2856,5
2857,1
2858,0
2859,0
2860,5
2861,8
2862,5
2863,5
2864,1
2865,8
2866,8
2867,8
2868,0
2869,1
2870,0
2871,5
2872,1
2873,4
2874,3
2875,6
2876,0
2877,8
2878,3
2879,8
2880,8
2881,0
2882,5
2883,8
2884,0
2885,0
2886,8
2887,5
2888,4
2889,8
2890,5
2891,1
2892,5
2893,8
2894,8
2895,0
2896,5
2897,1
2898,4
2899,0
2900,3
2901,3
2902,3
2903,0
2904,1
2905,5
2906,1
2907,5
2908,0
2909,6
2910,0
2911,8
2912,8
2913,8
2914,5
2915,0
2916,6
2917,4
2918,0
2919,0
2920,5
2921,3
2922,4
2923,0
2924,8
2925,8
2926,5
2927,0
2928,0
2929,5
2930,4
2931,1
2932,7
2933,5
2934,0
2935,4
2936,8
2937,8
2938,8
2939,1
2940,4
2941,8
2942,8
2943,5
2944,4
2945,5
2946,3
2947,0
2948,0
2949,0
2950,0
2951,5
2952,5
2953,0
2954,5
2955,8
2956,1
2957,8
2958,8
2959,0
2960,0
2961,8
2962,3
2963,7
2964,0
2965,0
2966,8
2967,7
2968,5
2969,5
2970,0
2971,0
2972,5
2973,8
2974,0
2975,8
2976,1
2977,7
2978,0
2979,3
2980,5
2981,5
2982,5
2983,8
2984,4
2985,0
2986,0
2987,5
2988,5
2989,0
2990,5
2991,0
2992,8
2993,8
2994,8
2995,1
2996,5
